,Date Time,p (mbar),T (degC),Tpot (K),Tdew (degC),rh (%),VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),H2OC (mmol/mol),rho (g/m**3),wv (m/s),max. wv (m/s),wd (deg)
420113,28.12.2016 23:10:00,1015.29,3.5,275.46,2.08,90.4,7.85,7.1,0.75,4.36,6.99,1275.05,1.29,1.82,103.3
420114,28.12.2016 23:20:00,1015.28,3.54,275.5,2.07,90.1,7.87,7.09,0.78,4.36,6.99,1274.87,1.02,1.76,68.19
420115,28.12.2016 23:30:00,1015.26,3.48,275.44,1.95,89.7,7.84,7.03,0.81,4.32,6.93,1275.14,1.04,1.92,348.3
420116,28.12.2016 23:40:00,1015.17,3.54,275.51,2.04,89.9,7.87,7.08,0.8,4.35,6.97,1274.73,0.57,1.36,214.8
420117,28.12.2016 23:50:00,1015.17,3.53,275.51,2.04,89.9,7.87,7.08,0.8,4.35,6.97,1274.74,0.82,1.28,101.7
420118,29.12.2016 00:00:00,1015.17,3.5,275.47,2.1,90.5,7.86,7.11,0.75,4.37,7.0,1274.87,0.57,1.48,169.8
420119,29.12.2016 00:10:00,1015.16,3.4,275.37,2.05,90.8,7.8,7.08,0.72,4.35,6.98,1275.34,0.74,1.44,225.8
420120,29.12.2016 00:20:00,1015.19,3.42,275.39,2.08,90.9,7.81,7.1,0.71,4.36,6.99,1275.28,0.73,1.88,85.6
420121,29.12.2016 00:30:00,1015.13,3.57,275.54,2.18,90.6,7.89,7.15,0.74,4.39,7.04,1274.51,0.41,1.36,179.6
420122,29.12.2016 00:40:00,1015.12,3.47,275.45,1.99,90.0,7.84,7.05,0.78,4.33,6.95,1274.98,0.53,1.04,183.3
420123,29.12.2016 00:50:00,1014.99,3.4,275.39,1.95,90.2,7.8,7.03,0.76,4.32,6.93,1275.15,0.41,1.04,201.1
420124,29.12.2016 01:00:00,1014.87,3.37,275.36,1.92,90.2,7.78,7.02,0.76,4.31,6.92,1275.16,0.92,1.76,230.0
420125,29.12.2016 01:10:00,1014.79,3.33,275.33,1.89,90.3,7.76,7.01,0.75,4.31,6.9,1275.26,0.9,1.36,207.3
420126,29.12.2016 01:20:00,1014.75,3.31,275.32,1.96,90.8,7.75,7.04,0.71,4.33,6.94,1275.25,0.72,1.42,160.9
420127,29.12.2016 01:30:00,1014.7,3.3,275.31,1.93,90.7,7.74,7.02,0.72,4.32,6.92,1275.27,0.72,1.36,190.2
420128,29.12.2016 01:40:00,1014.78,3.39,275.4,2.01,90.6,7.8,7.06,0.73,4.34,6.96,1274.9,0.68,1.24,107.9
420129,29.12.2016 01:50:00,1014.79,3.46,275.46,1.87,89.3,7.83,6.99,0.84,4.3,6.89,1274.66,1.17,2.32,306.6
420130,29.12.2016 02:00:00,1014.8,3.47,275.47,1.8,88.8,7.84,6.96,0.88,4.28,6.86,1274.64,1.2,1.88,60.03
420131,29.12.2016 02:10:00,1014.81,3.47,275.47,1.97,89.9,7.84,7.04,0.79,4.33,6.94,1274.61,0.62,1.36,138.8
420132,29.12.2016 02:20:00,1014.89,3.43,275.42,1.88,89.5,7.82,7.0,0.82,4.3,6.89,1274.9,0.65,1.18,344.8
420133,29.12.2016 02:30:00,1014.83,3.42,275.41,1.8,89.1,7.81,6.96,0.85,4.27,6.85,1274.92,0.79,1.36,291.9
420134,29.12.2016 02:40:00,1014.75,3.39,275.4,1.82,89.4,7.79,6.97,0.83,4.28,6.87,1274.92,0.57,0.96,245.8
420135,29.12.2016 02:50:00,1014.68,3.3,275.31,1.81,89.9,7.74,6.96,0.78,4.28,6.86,1275.25,0.47,0.68,196.1
420136,29.12.2016 03:00:00,1014.68,3.26,275.27,1.85,90.4,7.72,6.98,0.74,4.29,6.88,1275.43,0.43,0.8,185.9
420137,29.12.2016 03:10:00,1014.68,3.26,275.27,1.85,90.4,7.72,6.98,0.74,4.29,6.88,1275.42,0.32,0.72,204.8
420138,29.12.2016 03:20:00,1014.65,3.2,275.21,1.79,90.4,7.69,6.95,0.74,4.27,6.85,1275.69,0.45,0.84,247.2
420139,29.12.2016 03:30:00,1014.67,3.31,275.32,1.85,90.1,7.75,6.98,0.77,4.29,6.88,1275.17,0.52,1.48,189.0
420140,29.12.2016 03:40:00,1014.67,3.29,275.3,1.8,89.9,7.74,6.96,0.78,4.28,6.86,1275.28,1.34,2.32,164.8
420141,29.12.2016 03:50:00,1014.6,3.26,275.28,1.72,89.6,7.72,6.92,0.8,4.25,6.82,1275.37,1.19,1.48,155.4
420142,29.12.2016 04:00:00,1014.69,3.19,275.2,1.73,90.1,7.69,6.93,0.76,4.26,6.82,1275.78,1.11,1.6,143.6
420143,29.12.2016 04:10:00,1014.79,3.12,275.12,1.75,90.7,7.64,6.93,0.71,4.26,6.83,1276.26,1.0,1.48,145.0
420144,29.12.2016 04:20:00,1014.8,3.1,275.1,1.81,91.2,7.63,6.96,0.67,4.28,6.86,1276.36,0.62,0.96,160.7
420145,29.12.2016 04:30:00,1014.8,3.1,275.1,1.84,91.4,7.64,6.98,0.66,4.29,6.88,1276.31,0.31,0.76,175.9
420146,29.12.2016 04:40:00,1014.77,3.07,275.08,1.8,91.3,7.62,6.96,0.66,4.28,6.86,1276.43,0.26,0.64,207.3
420147,29.12.2016 04:50:00,1014.68,3.07,275.08,1.79,91.3,7.62,6.95,0.66,4.27,6.85,1276.34,0.44,0.84,300.2
420148,29.12.2016 05:00:00,1014.66,3.13,275.15,1.84,91.2,7.65,6.98,0.67,4.29,6.88,1275.99,0.36,0.6,203.7
420149,29.12.2016 05:10:00,1014.66,3.09,275.11,1.76,90.9,7.63,6.94,0.69,4.26,6.84,1276.2,0.42,0.72,258.0
420150,29.12.2016 05:20:00,1014.56,2.99,275.01,1.66,90.9,7.58,6.89,0.69,4.23,6.79,1276.55,0.55,0.84,239.0
420151,29.12.2016 05:30:00,1014.55,2.94,274.96,1.57,90.7,7.55,6.84,0.7,4.21,6.75,1276.84,0.68,0.84,250.4
420152,29.12.2016 05:40:00,1014.55,2.97,274.99,1.6,90.7,7.56,6.86,0.7,4.22,6.76,1276.67,0.24,0.48,303.2
420153,29.12.2016 05:50:00,1014.6,2.85,274.87,1.5,90.8,7.5,6.81,0.69,4.19,6.71,1277.32,0.42,0.68,271.7
420154,29.12.2016 06:00:00,1014.67,2.67,274.68,1.35,91.0,7.4,6.74,0.67,4.14,6.64,1278.27,1.09,1.92,233.7
420155,29.12.2016 06:10:00,1014.69,2.53,274.54,1.37,92.0,7.33,6.75,0.59,4.15,6.65,1278.93,1.88,2.32,245.5
420156,29.12.2016 06:20:00,1014.7,2.59,274.6,1.44,92.1,7.36,6.78,0.58,4.17,6.68,1278.66,0.61,1.64,256.1
420157,29.12.2016 06:30:00,1014.64,2.78,274.8,1.6,91.9,7.46,6.86,0.6,4.22,6.76,1277.66,0.36,0.68,265.0
420158,29.12.2016 06:40:00,1014.67,2.71,274.72,1.36,90.8,7.42,6.74,0.68,4.14,6.64,1278.09,0.86,1.98,244.5
420159,29.12.2016 06:50:00,1014.67,2.42,274.44,1.26,92.0,7.28,6.69,0.58,4.11,6.6,1279.43,1.21,2.0,242.7
420160,29.12.2016 07:00:00,1014.69,2.54,274.55,1.39,92.1,7.33,6.75,0.58,4.15,6.66,1278.9,0.77,1.16,238.2
420161,29.12.2016 07:10:00,1014.71,2.67,274.68,1.45,91.6,7.41,6.78,0.62,4.17,6.68,1278.29,0.45,0.94,249.6
420162,29.12.2016 07:20:00,1014.75,2.71,274.72,1.43,91.2,7.43,6.77,0.65,4.16,6.68,1278.14,0.28,0.54,192.7
420163,29.12.2016 07:30:00,1014.77,2.6,274.61,1.44,92.0,7.37,6.78,0.59,4.17,6.68,1278.68,0.45,0.92,245.6
420164,29.12.2016 07:40:00,1014.77,2.6,274.61,1.45,92.1,7.37,6.79,0.58,4.17,6.69,1278.7,0.57,0.8,244.8
420165,29.12.2016 07:50:00,1014.7,2.6,274.61,1.53,92.6,7.37,6.82,0.55,4.19,6.72,1278.59,0.66,0.88,243.0
420166,29.12.2016 08:00:00,1014.76,2.61,274.61,1.62,93.2,7.37,6.87,0.5,4.22,6.77,1278.62,0.73,0.86,238.0
420167,29.12.2016 08:10:00,1014.82,2.67,274.67,1.74,93.6,7.4,6.93,0.47,4.26,6.83,1278.39,0.44,0.96,235.4
420168,29.12.2016 08:20:00,1014.86,2.73,274.72,1.8,93.6,7.43,6.96,0.48,4.28,6.86,1278.14,0.58,0.8,245.0
420169,29.12.2016 08:30:00,1014.85,2.76,274.76,1.86,93.8,7.45,6.99,0.46,4.3,6.89,1277.96,0.53,0.96,283.5
420170,29.12.2016 08:40:00,1014.91,2.77,274.76,1.81,93.4,7.46,6.96,0.49,4.28,6.86,1278.02,0.63,1.48,235.9
420171,29.12.2016 08:50:00,1014.93,2.58,274.58,1.58,93.1,7.36,6.85,0.51,4.21,6.75,1278.95,1.46,1.72,248.2
420172,29.12.2016 09:00:00,1014.92,2.62,274.61,1.55,92.6,7.38,6.83,0.55,4.2,6.73,1278.77,1.32,1.72,246.7
420173,29.12.2016 09:10:00,1014.98,2.62,274.61,1.49,92.2,7.38,6.8,0.58,4.18,6.7,1278.86,1.12,1.48,234.2
420174,29.12.2016 09:20:00,1015.04,2.73,274.71,1.66,92.6,7.44,6.89,0.55,4.23,6.78,1278.38,0.69,1.24,201.3
420175,29.12.2016 09:30:00,1015.09,2.81,274.79,1.79,93.0,7.48,6.95,0.52,4.27,6.85,1278.07,0.71,1.2,163.2
420176,29.12.2016 09:40:00,1015.21,2.86,274.83,1.89,93.3,7.51,7.0,0.5,4.3,6.9,1277.92,0.85,1.16,139.3
420177,29.12.2016 09:50:00,1015.2,2.97,274.94,2.12,94.1,7.57,7.12,0.45,4.37,7.01,1277.35,0.47,0.92,153.8
420178,29.12.2016 10:00:00,1015.16,3.06,275.04,2.15,93.7,7.61,7.13,0.48,4.38,7.03,1276.88,0.55,0.88,190.8
420179,29.12.2016 10:10:00,1015.13,3.04,275.02,2.07,93.3,7.6,7.09,0.51,4.36,6.99,1276.96,0.64,0.96,201.1
420180,29.12.2016 10:20:00,1015.16,3.09,275.06,2.07,93.0,7.63,7.09,0.53,4.36,6.99,1276.78,0.45,0.78,231.0
420181,29.12.2016 10:30:00,1015.16,3.27,275.24,2.21,92.7,7.73,7.16,0.56,4.4,7.06,1275.91,0.34,0.88,304.7
420182,29.12.2016 10:40:00,1015.11,3.39,275.36,2.25,92.2,7.79,7.18,0.61,4.41,7.08,1275.3,0.5,1.0,139.9
420183,29.12.2016 10:50:00,1015.05,3.5,275.48,2.3,91.8,7.85,7.21,0.64,4.43,7.1,1274.69,0.57,1.16,170.9
420184,29.12.2016 11:00:00,1015.02,3.41,275.39,2.12,91.2,7.8,7.12,0.69,4.37,7.01,1275.11,0.81,1.24,144.4
420185,29.12.2016 11:10:00,1015.0,3.49,275.47,2.18,91.1,7.85,7.15,0.7,4.39,7.04,1274.71,0.62,0.98,143.9
420186,29.12.2016 11:20:00,1014.96,3.48,275.47,2.19,91.2,7.84,7.15,0.69,4.4,7.05,1274.68,0.95,1.44,157.3
420187,29.12.2016 11:30:00,1014.93,3.37,275.36,2.17,91.8,7.78,7.15,0.64,4.39,7.04,1275.14,1.06,1.62,148.1
420188,29.12.2016 11:40:00,1014.9,3.27,275.27,2.15,92.3,7.73,7.13,0.6,4.38,7.03,1275.58,1.01,1.92,143.9
420189,29.12.2016 11:50:00,1014.8,3.41,275.41,2.3,92.4,7.8,7.21,0.59,4.43,7.1,1274.8,0.59,1.08,136.0
420190,29.12.2016 12:00:00,1014.72,3.49,275.5,2.24,91.5,7.85,7.18,0.67,4.41,7.08,1274.32,0.84,1.8,36.99
420191,29.12.2016 12:10:00,1014.63,3.45,275.47,2.27,91.9,7.83,7.19,0.63,4.42,7.09,1274.38,0.91,1.88,113.5
420192,29.12.2016 12:20:00,1014.57,3.69,275.71,2.43,91.4,7.96,7.28,0.68,4.47,7.17,1273.16,0.56,1.64,167.9
420193,29.12.2016 12:30:00,1014.48,3.77,275.79,2.32,90.2,8.0,7.22,0.78,4.44,7.12,1272.74,0.79,1.44,139.4
420194,29.12.2016 12:40:00,1014.43,3.84,275.87,2.28,89.5,8.04,7.2,0.84,4.43,7.1,1272.35,0.64,1.2,168.3
420195,29.12.2016 12:50:00,1014.42,3.79,275.82,2.2,89.3,8.02,7.16,0.86,4.4,7.06,1272.59,0.93,1.52,148.8
420196,29.12.2016 13:00:00,1014.28,3.75,275.79,2.16,89.3,7.99,7.14,0.86,4.39,7.04,1272.6,1.25,1.88,146.6
420197,29.12.2016 13:10:00,1014.22,3.75,275.79,2.25,89.9,7.99,7.18,0.81,4.42,7.08,1272.52,1.0,1.84,182.9
420198,29.12.2016 13:20:00,1014.03,3.72,275.78,2.26,90.1,7.98,7.19,0.79,4.42,7.09,1272.39,1.46,2.6,165.6
420199,29.12.2016 13:30:00,1013.95,3.74,275.81,2.23,89.8,7.99,7.18,0.82,4.41,7.08,1272.2,0.89,2.1,152.3
420200,29.12.2016 13:40:00,1013.86,3.92,275.99,2.25,88.8,8.09,7.19,0.91,4.42,7.09,1271.26,0.33,0.74,247.4
420201,29.12.2016 13:50:00,1013.8,4.13,276.21,1.99,85.9,8.21,7.05,1.16,4.34,6.96,1270.29,0.54,1.36,192.4
420202,29.12.2016 14:00:00,1013.7,4.06,276.14,2.13,87.2,8.17,7.13,1.05,4.38,7.03,1270.45,1.2,1.6,150.8
420203,29.12.2016 14:10:00,1013.7,3.97,276.05,2.19,88.1,8.12,7.15,0.97,4.4,7.06,1270.85,0.9,1.52,164.7
420204,29.12.2016 14:20:00,1013.73,4.03,276.11,2.11,87.2,8.16,7.11,1.04,4.38,7.02,1270.62,1.01,1.44,140.3
420205,29.12.2016 14:30:00,1013.69,4.05,276.14,2.01,86.5,8.17,7.07,1.1,4.35,6.97,1270.5,0.93,1.36,185.4
420206,29.12.2016 14:40:00,1013.69,4.11,276.19,2.04,86.3,8.2,7.08,1.12,4.35,6.98,1270.23,0.74,1.12,179.2
420207,29.12.2016 14:50:00,1013.76,4.17,276.25,2.03,85.9,8.24,7.08,1.16,4.35,6.98,1270.03,0.74,1.72,173.2
420208,29.12.2016 15:00:00,1013.75,4.29,276.37,1.87,84.2,8.3,6.99,1.31,4.3,6.9,1269.53,0.74,1.24,170.7
420209,29.12.2016 15:10:00,1013.69,4.35,276.43,1.95,84.3,8.34,7.03,1.31,4.33,6.94,1269.16,0.61,1.38,180.5
420210,29.12.2016 15:20:00,1013.66,4.54,276.62,2.08,84.0,8.45,7.1,1.35,4.37,7.0,1268.23,0.41,0.88,151.3
420211,29.12.2016 15:30:00,1013.63,4.5,276.59,1.77,82.4,8.43,6.95,1.48,4.27,6.85,1268.44,1.1,1.8,147.7
420212,29.12.2016 15:40:00,1013.61,4.26,276.35,1.84,84.2,8.29,6.98,1.31,4.29,6.88,1269.49,1.02,1.72,183.4
420213,29.12.2016 15:50:00,1013.62,4.3,276.38,2.02,85.1,8.31,7.07,1.24,4.35,6.98,1269.3,0.34,1.06,201.6
420214,29.12.2016 16:00:00,1013.48,4.55,276.65,1.97,83.3,8.46,7.05,1.41,4.34,6.95,1267.97,0.24,0.8,38.23
420215,29.12.2016 16:10:00,1013.42,4.38,276.48,1.83,83.4,8.36,6.97,1.39,4.29,6.88,1268.71,0.35,0.64,6.56
420216,29.12.2016 16:20:00,1013.26,4.16,276.28,1.85,84.8,8.23,6.98,1.25,4.3,6.89,1269.49,0.62,1.16,164.3
420217,29.12.2016 16:30:00,1013.27,4.2,276.31,1.88,84.8,8.25,7.0,1.25,4.31,6.9,1269.35,0.42,0.84,316.4
420218,29.12.2016 16:40:00,1013.17,4.04,276.16,1.82,85.4,8.16,6.97,1.19,4.29,6.88,1269.98,0.59,1.0,242.7
420219,29.12.2016 16:50:00,1013.02,4.06,276.2,1.81,85.2,8.17,6.96,1.21,4.29,6.87,1269.68,0.81,1.68,206.9
420220,29.12.2016 17:00:00,1012.92,3.88,276.02,1.7,85.6,8.07,6.91,1.16,4.25,6.82,1270.41,0.81,1.1,221.7
420221,29.12.2016 17:10:00,1012.94,3.87,276.01,1.49,84.4,8.06,6.8,1.26,4.19,6.72,1270.53,0.82,1.12,236.6
420222,29.12.2016 17:20:00,1012.96,4.03,276.17,1.03,80.7,8.15,6.58,1.57,4.05,6.5,1269.91,1.0,1.38,231.7
420223,29.12.2016 17:30:00,1013.0,4.1,276.24,0.92,79.7,8.19,6.53,1.66,4.02,6.45,1269.67,1.07,1.44,238.5
420224,29.12.2016 17:40:00,1012.94,4.12,276.26,0.68,78.2,8.21,6.42,1.79,3.95,6.34,1269.56,1.0,1.4,237.1
420225,29.12.2016 17:50:00,1012.83,4.1,276.25,0.89,79.5,8.19,6.51,1.68,4.01,6.43,1269.47,0.36,0.96,172.1
420226,29.12.2016 18:00:00,1012.66,3.57,275.74,0.77,81.8,7.89,6.46,1.44,3.98,6.38,1271.7,0.79,1.4,211.1
420227,29.12.2016 18:10:00,1012.62,3.23,275.4,0.69,83.3,7.71,6.42,1.29,3.95,6.34,1273.22,1.36,1.92,233.5
420228,29.12.2016 18:20:00,1012.58,3.14,275.31,0.84,84.8,7.65,6.49,1.16,4.0,6.41,1273.6,1.16,1.88,238.8
420229,29.12.2016 18:30:00,1012.57,3.03,275.2,0.58,83.9,7.6,6.37,1.22,3.92,6.29,1274.13,0.91,1.2,228.6
420230,29.12.2016 18:40:00,1012.59,2.99,275.17,0.43,83.2,7.58,6.3,1.27,3.88,6.23,1274.35,0.28,0.72,267.5
420231,29.12.2016 18:50:00,1012.57,2.99,275.17,0.53,83.8,7.58,6.35,1.23,3.91,6.27,1274.31,0.22,0.44,139.7
420232,29.12.2016 19:00:00,1012.56,2.86,275.04,0.6,85.0,7.51,6.38,1.13,3.93,6.3,1274.89,0.44,0.72,58.87
420233,29.12.2016 19:10:00,1012.56,2.41,274.59,0.51,87.2,7.27,6.34,0.93,3.9,6.26,1276.98,0.45,0.68,50.78
420234,29.12.2016 19:20:00,1012.63,2.23,274.41,0.68,89.4,7.18,6.42,0.76,3.95,6.34,1277.86,0.63,0.92,29.26
420235,29.12.2016 19:30:00,1012.59,2.09,274.27,0.63,90.0,7.11,6.39,0.71,3.94,6.32,1278.48,0.53,0.8,22.32
420236,29.12.2016 19:40:00,1012.56,1.73,273.91,0.22,89.7,6.92,6.21,0.71,3.82,6.13,1280.24,0.64,1.44,236.5
420237,29.12.2016 19:50:00,1012.46,1.45,273.63,-0.22,88.6,6.78,6.01,0.77,3.7,5.94,1281.51,2.04,2.8,234.8
420238,29.12.2016 20:00:00,1012.35,1.41,273.6,-0.23,88.8,6.76,6.01,0.76,3.7,5.93,1281.55,1.64,2.48,231.4
420239,29.12.2016 20:10:00,1012.35,1.22,273.42,-0.31,89.5,6.67,5.97,0.7,3.68,5.9,1282.44,1.3,2.12,214.7
420240,29.12.2016 20:20:00,1012.34,0.73,272.93,-0.7,90.1,6.44,5.8,0.64,3.57,5.73,1284.8,1.28,2.2,216.6
420241,29.12.2016 20:30:00,1012.45,0.54,272.73,-0.58,92.2,6.35,5.86,0.5,3.61,5.78,1285.82,0.9,1.76,188.9
420242,29.12.2016 20:40:00,1012.49,0.43,272.62,-0.36,94.4,6.3,5.95,0.35,3.66,5.88,1286.33,0.97,1.5,213.0
420243,29.12.2016 20:50:00,1012.53,0.15,272.34,-0.51,95.3,6.17,5.88,0.29,3.62,5.81,1287.74,1.16,1.56,211.5
420244,29.12.2016 21:00:00,1012.46,-0.12,272.08,-0.65,96.2,6.06,5.83,0.23,3.59,5.75,1288.93,1.44,1.76,227.1
420245,29.12.2016 21:10:00,1012.46,-0.23,271.97,-0.7,96.6,6.01,5.8,0.2,3.57,5.73,1289.46,1.05,1.84,218.6
420246,29.12.2016 21:20:00,1012.49,-0.39,271.81,-0.83,96.8,5.94,5.75,0.19,3.54,5.68,1290.28,1.03,1.68,172.9
420247,29.12.2016 21:30:00,1012.48,-0.65,271.54,-1.07,97.0,5.82,5.65,0.17,3.48,5.58,1291.57,1.15,1.52,203.8
420248,29.12.2016 21:40:00,1012.55,-0.72,271.47,-1.08,97.4,5.79,5.64,0.15,3.47,5.57,1291.99,1.4,1.72,216.1
420249,29.12.2016 21:50:00,1012.41,-0.78,271.42,-1.13,97.5,5.77,5.62,0.14,3.46,5.55,1292.12,1.14,1.72,228.8
420250,29.12.2016 22:00:00,1012.34,-0.84,271.36,-1.17,97.6,5.74,5.6,0.14,3.45,5.54,1292.32,1.26,2.2,228.1
420251,29.12.2016 22:10:00,1012.25,-0.87,271.35,-1.18,97.7,5.73,5.6,0.13,3.45,5.53,1292.32,0.97,1.76,216.8
420252,29.12.2016 22:20:00,1012.26,-0.84,271.37,-1.14,97.8,5.74,5.62,0.13,3.46,5.55,1292.19,1.12,1.6,225.4
420253,29.12.2016 22:30:00,1012.23,-1.05,271.16,-1.37,97.7,5.66,5.53,0.13,3.4,5.46,1293.21,1.9,2.56,216.3
420254,29.12.2016 22:40:00,1012.31,-1.1,271.11,-1.39,97.9,5.63,5.52,0.12,3.4,5.45,1293.56,1.82,2.36,219.3
420255,29.12.2016 22:50:00,1012.34,-1.14,271.07,-1.41,98.0,5.62,5.51,0.11,3.39,5.44,1293.78,1.53,2.06,222.5
420256,29.12.2016 23:00:00,1012.41,-1.15,271.06,-1.42,98.0,5.62,5.5,0.11,3.39,5.44,1293.9,1.59,2.16,216.0
420257,29.12.2016 23:10:00,1012.46,-1.24,270.96,-1.51,98.0,5.58,5.47,0.11,3.36,5.4,1294.43,1.54,2.04,222.8
420258,29.12.2016 23:20:00,1012.48,-1.36,270.83,-1.64,98.0,5.53,5.42,0.11,3.33,5.35,1295.07,1.63,2.32,217.9
420259,29.12.2016 23:30:00,1012.42,-1.54,270.66,-1.82,98.0,5.45,5.34,0.11,3.29,5.28,1295.88,1.66,2.16,222.5
420260,29.12.2016 23:40:00,1012.27,-1.64,270.57,-1.9,98.1,5.41,5.31,0.1,3.27,5.25,1296.17,1.62,2.32,218.3
420261,29.12.2016 23:50:00,1012.34,-1.85,270.36,-2.12,98.0,5.33,5.22,0.11,3.22,5.16,1297.3,1.88,2.64,222.6
420262,30.12.2016 00:00:00,1012.35,-1.84,270.37,-2.09,98.2,5.33,5.24,0.1,3.22,5.17,1297.28,2.0,2.6,216.9
420263,30.12.2016 00:10:00,1012.42,-1.82,270.39,-2.06,98.2,5.34,5.25,0.1,3.23,5.18,1297.24,1.14,1.72,213.7
420264,30.12.2016 00:20:00,1012.55,-1.96,270.24,-2.21,98.1,5.29,5.19,0.1,3.19,5.12,1298.09,1.5,2.32,212.1
420265,30.12.2016 00:30:00,1012.53,-2.03,270.17,-2.27,98.2,5.26,5.17,0.09,3.18,5.1,1298.42,1.65,2.24,206.3
420266,30.12.2016 00:40:00,1012.4,-2.07,270.14,-2.31,98.2,5.25,5.15,0.09,3.17,5.09,1298.45,1.35,2.28,217.5
420267,30.12.2016 00:50:00,1012.41,-2.07,270.14,-2.31,98.2,5.25,5.15,0.09,3.17,5.09,1298.46,0.84,1.48,208.4
420268,30.12.2016 01:00:00,1012.38,-2.25,269.96,-2.52,98.0,5.18,5.07,0.1,3.12,5.01,1299.35,1.02,1.56,211.3
420269,30.12.2016 01:10:00,1012.49,-2.3,269.9,-2.56,98.1,5.16,5.06,0.1,3.11,5.0,1299.72,0.78,1.96,216.1
420270,30.12.2016 01:20:00,1012.43,-2.31,269.9,-2.56,98.1,5.15,5.06,0.1,3.11,4.99,1299.69,1.28,1.78,219.2
420271,30.12.2016 01:30:00,1012.4,-2.42,269.79,-2.69,98.0,5.11,5.01,0.1,3.08,4.95,1300.21,1.32,1.92,221.8
420272,30.12.2016 01:40:00,1012.23,-2.62,269.6,-2.9,97.9,5.03,4.93,0.11,3.03,4.87,1300.99,1.71,2.32,222.3
420273,30.12.2016 01:50:00,1012.16,-2.78,269.45,-3.06,97.9,4.98,4.87,0.1,3.0,4.81,1301.7,1.97,2.4,219.6
420274,30.12.2016 02:00:00,1012.13,-2.75,269.48,-3.02,98.0,4.99,4.89,0.1,3.01,4.83,1301.52,1.91,2.56,223.7
420275,30.12.2016 02:10:00,1012.18,-2.6,269.62,-2.86,98.1,5.04,4.94,0.1,3.04,4.89,1300.85,1.82,2.48,212.8
420276,30.12.2016 02:20:00,1012.18,-2.56,269.66,-2.83,98.0,5.06,4.95,0.1,3.05,4.89,1300.65,1.92,2.52,216.6
420277,30.12.2016 02:30:00,1012.16,-2.63,269.6,-2.92,97.8,5.03,4.92,0.11,3.03,4.86,1300.95,1.85,2.6,209.6
420278,30.12.2016 02:40:00,1012.14,-2.7,269.53,-3.0,97.8,5.01,4.9,0.11,3.01,4.84,1301.27,2.11,3.25,187.4
420279,30.12.2016 02:50:00,1012.04,-2.87,269.36,-3.2,97.6,4.94,4.82,0.12,2.97,4.76,1302.02,1.48,2.52,189.2
420280,30.12.2016 03:00:00,1011.91,-3.06,269.19,-3.39,97.5,4.87,4.75,0.12,2.93,4.7,1302.77,1.37,1.84,217.3
420281,30.12.2016 03:10:00,1011.85,-3.18,269.07,-3.52,97.5,4.83,4.71,0.12,2.9,4.65,1303.33,1.11,1.52,219.8
420282,30.12.2016 03:20:00,1011.9,-3.16,269.09,-3.47,97.7,4.84,4.72,0.11,2.91,4.67,1303.26,1.39,2.4,190.8
420283,30.12.2016 03:30:00,1011.72,-3.15,269.11,-3.49,97.5,4.84,4.72,0.12,2.91,4.66,1303.0,1.48,3.11,179.4
420284,30.12.2016 03:40:00,1011.75,-3.28,268.98,-3.65,97.3,4.79,4.66,0.13,2.87,4.61,1303.7,2.2,3.77,170.7
420285,30.12.2016 03:50:00,1011.73,-3.33,268.94,-3.68,97.4,4.78,4.65,0.12,2.86,4.6,1303.89,1.41,2.08,214.0
420286,30.12.2016 04:00:00,1011.84,-3.3,268.96,-3.63,97.5,4.79,4.67,0.12,2.87,4.61,1303.89,1.53,2.2,207.8
420287,30.12.2016 04:10:00,1011.91,-3.28,268.97,-3.65,97.3,4.79,4.66,0.13,2.87,4.61,1303.91,1.68,2.64,217.3
420288,30.12.2016 04:20:00,1011.88,-3.24,269.01,-3.59,97.4,4.81,4.68,0.12,2.88,4.63,1303.65,1.68,2.6,215.8
420289,30.12.2016 04:30:00,1011.8,-3.19,269.07,-3.54,97.4,4.83,4.7,0.13,2.89,4.65,1303.28,1.9,2.6,224.2
420290,30.12.2016 04:40:00,1011.75,-3.07,269.19,-3.41,97.5,4.87,4.75,0.12,2.92,4.69,1302.64,1.75,2.68,222.5
420291,30.12.2016 04:50:00,1011.71,-3.07,269.19,-3.43,97.3,4.87,4.74,0.13,2.92,4.68,1302.59,1.93,2.56,220.0
420292,30.12.2016 05:00:00,1011.72,-3.14,269.13,-3.51,97.2,4.84,4.71,0.14,2.9,4.65,1302.93,1.7,2.36,232.5
420293,30.12.2016 05:10:00,1011.6,-3.21,269.06,-3.59,97.2,4.82,4.68,0.13,2.88,4.63,1303.13,1.78,2.36,225.6
420294,30.12.2016 05:20:00,1011.43,-3.44,268.85,-3.84,97.0,4.74,4.59,0.14,2.83,4.54,1304.07,1.9,2.97,225.3
420295,30.12.2016 05:30:00,1011.39,-3.47,268.82,-3.84,97.2,4.73,4.59,0.13,2.83,4.54,1304.16,0.82,1.64,227.8
420296,30.12.2016 05:40:00,1011.46,-3.38,268.91,-3.74,97.3,4.76,4.63,0.13,2.85,4.58,1303.8,0.65,1.48,231.3
420297,30.12.2016 05:50:00,1011.61,-3.51,268.76,-3.93,96.9,4.71,4.56,0.15,2.81,4.51,1304.67,1.36,2.08,174.7
420298,30.12.2016 06:00:00,1011.61,-3.74,268.53,-4.16,96.9,4.63,4.48,0.14,2.76,4.43,1305.84,1.36,1.88,201.8
